capcode,regio,discipline,plaats,omschrijving
000100367,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100368,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100369,Amsterdam-Amstelland,Brandweer,Amsterdam-Dirk,Lichtkrant
000100370,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100371,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100372,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100373,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100374,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100375,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100376,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100377,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100378,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100379,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100380,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100381,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100382,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100383,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100384,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100385,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100386,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100387,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100388,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100389,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100390,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100391,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Dirk
000100392,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100393,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100394,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100395,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100396,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100397,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100398,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100399,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100400,Amsterdam-Amstelland,Brandweer,Amsterdam-Maxima,Blusgroep
000100401,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100402,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100403,Amsterdam-Amstelland,Brandweer,Amsterdam-Maxima,Postcommandant
000100404,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100405,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100406,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100407,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100408,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Driemond
000100409,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Driemond
000100410,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Driemond
000100411,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Driemond
000100412,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Driemond
000100413,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100414,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100415,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100416,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100417,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100418,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100419,Amsterdam-Amstelland,Brandweer,Amsterdam-Maxima,Lichtkrant kazerne
000100420,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100421,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100422,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100423,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100424,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100425,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100426,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100427,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100428,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100429,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100430,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100431,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100432,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100433,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100434,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100435,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100436,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100437,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100438,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100439,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100440,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100441,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100442,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100443,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100444,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100445,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100446,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100447,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100448,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100449,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100450,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100451,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100452,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100453,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100454,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100455,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100456,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100457,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100458,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100459,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100460,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100461,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100462,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100463,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100464,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100465,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100466,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100467,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100468,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100469,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100470,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100471,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100472,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100473,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100474,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100475,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100476,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100477,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100478,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100479,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100480,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100481,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100482,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100483,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100484,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100485,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100486,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100487,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100488,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100489,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100490,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100491,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Driemond
000100492,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100493,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100494,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100495,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100496,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100497,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100498,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100499,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100500,Amsterdam-Amstelland,Brandweer,Amsterdam-Hendrik,TS
000100501,Amsterdam-Amstelland,Brandweer,Amsterdam-Hendrik,AL
000100502,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100503,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100504,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100505,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100506,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100507,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100508,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100509,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100510,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Hendrik
000100511,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Hendrik
000100512,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Hendrik
000100513,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100514,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100515,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100516,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100517,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100518,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100519,Amsterdam-Amstelland,Brandweer,Amsterdam-Hendrik,Kazernealarm
000100520,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100521,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100522,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100523,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100524,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100525,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100526,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100527,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100528,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100529,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100530,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100531,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100532,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100533,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100534,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100535,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100536,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100537,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100538,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100539,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100540,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100541,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100542,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100543,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100544,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100545,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100546,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100547,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100548,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100549,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100550,Amsterdam-Amstelland,Brandweer,Landelijk Noord,Blusgroep
000100551,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100552,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100553,Amsterdam-Amstelland,Brandweer,Landelijk Noord,Bevelvoerders
000100554,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100555,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100556,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100557,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100558,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100559,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100560,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100561,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100562,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100563,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100564,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100565,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100566,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100567,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100568,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100569,Amsterdam-Amstelland,Brandweer,Landelijk Noord,Lichtkrant Kazerne
000100570,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100571,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100572,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100573,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100574,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100575,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100576,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100577,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100578,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100579,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100580,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100581,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100582,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100583,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100584,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100585,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100586,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100587,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100588,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100589,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100590,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100591,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,Hendrik
000100592,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100593,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100594,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100595,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100596,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100597,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100598,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100599,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100600,Amsterdam-Amstelland,Brandweer,,ASA
000100601,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100602,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100603,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100604,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100605,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100606,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100607,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100608,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100609,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100610,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,IJsbrand
000100611,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,IJsbrand
000100612,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,IJsbrand
000100613,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100614,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100615,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100616,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100617,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100618,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100619,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100620,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100621,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100622,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100623,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100624,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100625,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100626,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100627,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100628,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100629,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100630,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100631,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100632,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100633,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100634,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100635,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100636,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100637,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100638,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100639,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100640,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100641,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100642,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100643,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100644,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100645,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100646,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100647,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100648,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100649,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100650,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100651,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100652,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100653,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100654,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100655,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100656,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100657,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100658,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100659,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100660,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100661,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100662,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100663,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100664,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100665,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100666,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100667,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100668,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100669,Amsterdam-Amstelland,Brandweer,Amsterdam-Osdorp,Kazernealarm
000100670,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100671,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100672,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100673,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100674,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100675,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100676,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100677,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100678,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100679,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100680,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100681,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100682,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100683,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100684,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100685,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100686,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100687,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100688,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100689,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100690,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
000100691,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,IJsbrand
000100692,Amsterdam-Amstelland,Brandweer,Amsterdam-Amstelland,
